tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,st_tmag,st_dist,st_teff,st_logg,st_rad
candidate,2459774.45,4.0887217,6.6171206,3767.521748,11.7889,477.052,6184,4.20121,1.42864
candidate,2459394.938,31.0343214,12.0587354,1572.189109,10.5481,383.846,5234,4.438,2.56935
non-candidate,2459390.799,19.5202386,4.096058,2962.403557,10.571,365.008,5780,4.438,1.23434
candidate,2459399.639,31.5786847,2.1295055,2119.325668,10.6114,185.875,5696,4.40025,1.05178
candidate,2458915.989,4.0887217,12.8976378,384.7552746,9.64656,156.873,6000,5.03448,1.2886699
candidate,2459632.558,5.3909915,1.954,570,10.7382,150.445,5405,4.53628,0.87
candidate,2459393.66,3.2903136,1.7465253,15334.21814,14.5505,258.979,3579,4.67905,0.567309
candidate,2458689.149,13.1187746,4.5278413,333.0027831,9.06584,225.181,7800,4.31091,1.57458
candidate,2460364.346,17.8335899,3.642,289,9.03131,147.527,6304,4.22164,1.43
candidate,2460189.124,4.4291253,0.9461342,700.0516873,9.5473,286.94,6559.17,3.95184,2.0848899
candidate,2458703.265,25.9213509,2.1208392,589.3171527,9.6446,72.1096,5011,4.56555,0.786678
non-candidate,2459692.969,27.9102929,10.6336018,18279.51765,11.7167,526.166,6327,4.438,1.39013
candidate,2459392.14,8.8849511,1.9958507,16966.96587,14.575,835.356,5160,4.39775,0.977054
candidate,2458689.578,7.8344688,3.1260803,2017.362877,11.6052,153.676,4837,4.60493,0.731146
candidate,2458684.472,3.0051929,1.8111648,737.8355831,11.6052,153.676,4837,4.60493,0.731146
non-candidate,2458687.926,5.5460893,2.2804171,1956.621535,11.8995,847.299,6963.86,4.07013,1.88937
candidate,2459394.279,3.7705865,3.9149764,12789.73686,14.9767,1898.26,5897,4.18651,1.38188
candidate,2460283.324,4.1194175,2.057,722,9.2564,93.4913,5598,4.45,0.98
candidate,2459523.197,4.6663795,2.526,6900,7.82403,125.189,7712,4.31,1.57
candidate,2460251.524,8.2003748,2.168,1521,9.58025,208.41,6011,3.99,1.76
candidate,2460284.446,2.7694936,1.031,712,7.89863,10.0055,3807,4.77,0.47
candidate,2460277.804,5.7060868,0.863,821,7.89863,10.0055,3807,4.77,0.47
non-candidate,2458411.066,0.5168347,0.936413,33190.70691,14.1118,210.988,3274,4.9794,0.273
candidate,2459419.383,82.6901439,7.5240298,6529.576513,11.8787,216.056,5073,4.53,0.831915
candidate,2459751.599,482.8191,10.8504687,6928.144617,11.8787,216.056,5073,4.53,0.831915
candidate,2459501.267,2.7875233,1.7384121,8077.672613,10.3099,225.749,6408.3,4.34,1.27487
candidate,2460655.202,3.9813082,3.1,464,7.7746,63.0637,6011.9,4.36,1.16
candidate,2460273.681,7.2455997,2.734,1106,8.6554,225.643,6169.1,3.65,2.68
candidate,2460257.718,2.2251639,1.545,284,9.3928,90.0562,5509,4.5,0.92
non-candidate,2460254.351,3.1442556,1.81,2095,10.2207,148.574,5691,4.45,1
candidate,2459522.949,11.1684037,5.354,9660,9.31437,130.72,5981,4.31,1.22
candidate,2459498.183,5.5109534,2.411,520,9.67952,180.022,6404,4.31,1.31
candidate,2460256.016,2.3494903,2.014,9053,11.4512,550.363,7418.5,4.31,1.51
candidate,2460229.447,2.6921752,3.246,9194,10.4117,349.025,7461.4,4.22,1.68
candidate,2458416.352,10.9245478,1.8716477,653.537141,8.8723,45.5621,4884,4.49,0.74413
non-candidate,2460307.729,3.1129681,2.308,585,10.0745,47.914,4104,4.57,0.69
candidate,2459520.906,5.2289874,3.386,320,9.02078,128.654,6213,4.3,1.28
candidate,2460257.045,4.1137862,5.235,5739,8.22398,134.058,6327,3.99,1.88
candidate,2460251.014,4.5461685,3.323,5251,12.0336,678.46,5341.8,3.98,2.4
candidate,2459448.534,13.8338893,1.4260598,8899.362156,11.0302,101.255,4225.95,4.37245,0.876814
candidate,2459550.58,5.3193755,6.6913995,6537.083982,11.7892,835.907,6350,3.78918,2.3693399
candidate,2458765.026,1.5538188,0.923936,3449.951918,12.8872,28.1016,3244,5.07736,0.192729
candidate,2459474.422,3.4878754,2.8827447,18093.48421,12.357,333.973,5752.44,4.27789,1.22041
candidate,2459475.982,3.7998536,1.8114914,25455.08499,12.2341,143.651,4133.4,4.48806,0.759375
candidate,2459528.342,3.4732399,4.3731099,10338.21928,13.8232,1490.49,7406.97,4.27763,1.56373
candidate,2458414.823,4.1074291,3.0844055,900.9217753,10.6573,205.366,5205,4.45924,1.30055
candidate,2459933.972,1.3887494,1.38,3301,9.56967,272.645,7825,4.07227,2.08
candidate,2459451.521,4.5195089,3.1628648,17738.86254,12.3553,437.495,5887,4.44001,1.0321
candidate,2459474.773,1.2969404,3.4301667,52197.50054,16.1779,297.693,3003,4.76981,0.463184
candidate,2459475.969,3.2588316,2.2220346,22743.23375,11.5476,178.475,5387.06,4.58431,0.817114
candidate,2459475.61,2.7908285,2.2599869,10049.69388,10.5136,320.639,6635.91,4.24728,1.4707
candidate,2459475.638,2.191342,1.8100691,1062.791258,10.5774,365.008,4384.23,4.438,0.720126
candidate,2459338.399,17.4756122,2.895,790,8.4492,51.1333,5387.2,4.33,0.84
non-candidate,2459264.712,23.1438551,5.7659467,6955.873894,11.5252,260.383,5356,4.38,1.06356
candidate,2458575.158,6.32668,2.0310601,520.8002154,9.66562,113.123,5673,4.46318,0.975383
candidate,2458673.334,714.6970956,5.6919436,457.0864505,8.6577,92.0015,6324,4.37047,1.12577
non-candidate,2459169.218,2.53405,1.944,4070,9.1013,187.812,6497.8,4.17,1.65
candidate,2458619.207,721.5622191,4.5933413,2177.931991,9.046,85.3751,6294,4.53886,0.968886
candidate,2458705.691,33.6356252,3.884357,724.0198395,8.7551,62.2978,5614,4.60434,0.821642
candidate,2458712.449,63.1448519,4.9925509,1697.01881,10.6329,65.4707,4152,4.55825,0.702045
candidate,2458864.835,271.938639,11.1292466,483.1688883,8.3498,95.2016,5490.04,4.02198,1.5819
non-candidate,2460232.413,0.8706763,1.007,1861,12.5065,568.754,6121,4.16573,1.47
non-candidate,2460209.919,49.1077047,2.9402319,28125.14521,10.6029,75.3511,4358,4.55296,0.72245
non-candidate,2459454.509,42.8289152,2.3248526,85688.82045,15.7488,136.79,3090,4.93803,0.289034
candidate,2459451.613,14.3540583,2.5122529,1053.071967,10.3991,112.147,5142.48,4.50291,0.86465
candidate,2459449.354,10.2829583,3.5348916,865.1246457,10.7434,168.248,5700,4.54131,0.894563
candidate,2459451.091,3.990679,2.7900392,670.2495772,10.671,205.737,6153,4.48335,1.02672
candidate,2459456.766,13.0780555,4.4541336,932.1214968,10.671,205.737,6153,4.48335,1.02672
non-candidate,2459116.382,0.8185672,0.9809687,44712.18116,15.61,2220.36,31000,5.59998,0.18
candidate,2459447.755,2.6857229,2.2391182,632.8097747,11.0771,245.089,5978,4.42301,1.06715
candidate,2460239.909,22.0933922,5.4095076,2633.600911,7.1323,86.3501,6798.4,4.11,1.75449
candidate,2459449.13,3.6022377,1.032552,2229.985688,11.9847,23.651,3266,4.99716,0.242091
candidate,2458411.393,5.0256637,1.8885767,650.1415697,10.6127,40.1036,3782,4.72167,0.518021
candidate,2458415.855,10.7387039,1.5317637,803.3539058,10.6127,40.1036,3782,4.72167,0.518021
candidate,2459524.091,0.3181853,0.762,480,11.0505,88.7751,4242.23,4.5065,0.75
candidate,2460084.813,5.0872348,8.035,4037,10.2381,709.453,8972,3.83,3.02
candidate,2459915.972,8.9299483,3.2002668,26516.40162,12.2257,169.637,4379,4.49,0.777586
candidate,2459451.543,8.8346147,3.0143987,646.0966072,9.59055,117.411,5991,4.50886,0.968041
candidate,2459451.391,11.0696104,3.1681143,591.1055416,9.59055,117.411,5991,4.50886,0.968041
candidate,2459461.181,15.3886607,4.3300643,407.1050545,8.97055,101.321,6101,4.44514,1.0623
candidate,2460233.687,15.0758735,3.502,645,10.1448,148.252,5744.71,4.44026,1.01
candidate,2458414.136,3.8361623,2.4128495,5357.577493,10.7307,122.066,4910,4.60108,0.84738
candidate,2459084.536,2.6672418,2.858,11150,13.492,314.596,4432,4.5,0.77
candidate,2459071.96,11.1878978,2.457,8190,13.3592,686.148,5721,4.39,1.07
candidate,2459078.33,18.6224802,4.088,9890,12.1679,356.061,5654.5,4.44,0.99
candidate,2460128.432,16.3764188,4.775,1230,11.3326,376.59,6397,4.36,1.24
candidate,2459084.091,10.6936683,2.411,10680,13.2157,695.482,5820,4.34,1.14
candidate,2459085.463,3.6749802,1.743,23820,13.4227,382.837,5134,4.66,0.72
candidate,2459110.795,3.439221,1.693,5050,13.3652,443.769,5053,4.48,0.87
candidate,2460183.112,8.115667,0.9600196,1807.440023,11.5471,433.817,6200,4.25,1.35175
candidate,2459103.832,6.0142432,2.262,1210,11.5047,222.47,5575,4.58,0.85
candidate,2459167.858,1.0451165,0.794,1010,10.9774,329.19,5921.2,4.11,1.52
candidate,2459201.891,4.1876154,3.0070217,10906.18571,12.8893,772.11,6675,4.20094,1.23733
candidate,2459523.063,1.5090806,1.796,26050,13.2616,257.346,4674,4.46,0.84
candidate,2459156.855,8.8085782,1.92,9550,11.858,179.125,5800.55,4.33,1.23434
candidate,2459165.008,4.7034187,1.937,1390,11.4031,111.047,4481,4.6,0.69
candidate,2459159.62,5.2916448,2.645,17870,13.0006,230.3,4397.1,4.56,0.75
candidate,2459165.086,3.0002713,3.519,8490,12.7285,606.404,5902.3,4.27,1.26
candidate,2459165.067,3.6831574,4.43,6190,13.2467,1196.83,6304,4.09,1.66
candidate,2459168.476,2.9093856,2.075,45160,13.3272,154.749,3666,4.66,0.59
candidate,2459165.82,17.9450925,1.673,16550,13.413,652.129,5681,4.44,1.01
candidate,2459169.299,1.0049552,0.92,8600,13.8371,106.188,3210,4.81,0.42
non-candidate,2459169.549,0.2476684,0.401,2460,13.1599,320.901,4886,4.59,0.75
non-candidate,2459198.702,1.734422,2.32,1230,10.2767,151.504,5890,4.48757,0.94
candidate,2459150.618,15.5014296,1.663,90070,14.8743,365.008,3382,4.87,0.36
candidate,2459167.096,17.1470323,3.895,2310,11.6733,325.257,5689,4.34,1.13
candidate,2459168.771,6.6132132,5.646,10010,11.8795,559.243,6110,4.1,1.58
candidate,2459164.646,4.8667353,0.728,6370,12.9735,480.34,5383,4.38,1.03
candidate,2459161.884,4.2430633,3.582,7270,13.1662,860.97,5595,4.07,1.53
candidate,2459165.526,3.5779775,1.795,830,11.0418,61.629,3991,4.67,0.61
candidate,2459163.083,13.291966,2.48,7360,13.2172,428.86,5042,4.45,0.9
candidate,2459166.441,4.0589926,0.789,2440,12.4969,408.611,5556,4.44,0.99
candidate,2459168.253,4.7743169,2.968,10690,13.0862,614.098,5549,4.29,1.18
candidate,2460211.223,6.8170909,4.392584,2977.574039,11.7948,320.502,4955,4.33,1.25717
candidate,2459220.82,3.3252703,2.0538144,34741.7763,13.3383,169.318,3724,4.68255,0.596801
candidate,2459173.505,17.4314043,4.06,8180,13.1744,671.413,5923,4.4,1.08
candidate,2459194.88,3.0421828,2.628,20390,13.3206,567.879,5582.5,4.43,1
non-candidate,2459187.796,6.7934811,1.824,5400,12.2624,816.554,6121,3.94,1.92
non-candidate,2459194.816,3.0929206,2.248,5640,12.9876,757.235,5787.4,4.15,1.43
candidate,2459194.249,6.4879123,1.648,7260,12.8181,1077.65,6782,4.13,1.73
candidate,2459188.986,7.0308254,3.198,1560,11.6829,249.796,5516,4.51,0.9
candidate,2459190.958,7.9461192,2.339,8750,13.372,751.692,5416,4.13,1.38
candidate,2459548.928,3.313358,3.014,6230,13.3354,977.374,6209,3.97,1.87
candidate,2460211.623,7.7688831,1.353,7970,12.587,435.088,5851,4.35,1.14
candidate,2459198.971,2.4337374,1.835,12540,12.52,365.008,4294.3,4.33,0.74
candidate,2458474.57,13.6308024,4.3426564,1179.103334,8.7615,68.192,6114,4.5101,1.00528
candidate,2459180.69,11.5341529,1.332,1750,11.0796,395.245,6356,4.18,1.51
candidate,2459185.214,8.5725884,4.495,4880,13.364,994.05,5807,4.11,1.5
candidate,2459198.541,4.0519584,0.666,5310,13.2815,574.438,5147,4.28,1.12
candidate,2459198.728,1.9113216,1.167,7400,11.8326,213.014,4578,4.25,1.05
candidate,2459193.698,5.629318,1.847,8030,13.5249,759.794,5885,4.1,1.53
candidate,2459155.041,35.7861915,2.924,20160,12.4332,358.057,5755,4.59,0.85
candidate,2459521.211,4.1249095,3.025,5480,13.3233,759.867,6007.5,4.16,1.44
candidate,2459195.474,5.0274739,6.229,4070,13.5473,1206.44,5178,4.33,2.12
candidate,2459191.58,4.2333233,2.325,10850,13.5306,624.495,5696,4.33,1.14
candidate,2459186.708,10.1766089,4.474,7980,13.2669,621.613,5452,4.26,1.19
candidate,2458474.495,12.1914558,3.3188127,2625.057074,10.6995,130.46,5418,4.57259,0.840971
candidate,2459197.315,2.2964514,1.734,3430,13.8159,365.008,4391,4.33,1.23434
candidate,2459197.982,8.5821795,3.835,6790,12.735,532.228,5818,4.38,1.1
candidate,2459194.135,3.121702,3.323,12650,12.2469,521.26,5944,4.25,1.29
candidate,2459517.109,5.1155806,3.042,6250,13.1052,934.743,6349,4.07,1.71
candidate,2459197.725,2.6875966,1.469,2480,12.4562,954.316,5885,3.77,2.24
candidate,2459519.127,11.9140328,5.076,3050,11.4616,454.797,5359,4.08,1.77
candidate,2458483.115,735.982363,5.289,9100,11.4558,217.627,5309,4.41,1.01
candidate,2459226.691,0.4709937,0.336,1900,12.2096,688.203,6719,4.26,1.47
candidate,2459223.248,3.3560085,3.354,10850,13.4142,708.347,5906,4.26,1.27
candidate,2459220.513,6.2397532,3.209,11490,12.8771,365.008,5956.9,4.33,0.5
candidate,2459223.302,3.5857076,2.7072065,11813.30293,9.79059,201.224,6400,4.34435,1.34556
candidate,2459226.527,1.4798437,2.702,3090,12.8983,713.662,5475,4.07,1.5
candidate,2459221.349,3.7081082,6.54,1490,12.6127,1162.16,5337,4.33,3.56
candidate,2459221.84,8.8720052,3.592,4370,12.4505,494.543,5626,4.2,1.31
candidate,2459224.624,2.9532479,3.095,6210,11.8362,1028.39,7076.3,4.33,1.23434
candidate,2459219.562,7.9144674,3.114,20760,13.2837,517.611,5431,4.42,1
non-candidate,2459214.765,6.4274159,1.277,3940,11.907,583.6,6227,4.12,1.58
candidate,2459218.398,5.2376102,6.518,3830,12.9871,2046.79,7666,3.87,2.59
candidate,2459219.33,4.1583367,3.043,9610,13.187,1422.73,8131.7,4.35,1.55
candidate,2459220.399,5.1409029,2.265,5830,12.6581,563.123,6282.4,4.47,1.07
candidate,2459201.746,14.3953055,2.87,17315,12.4967,239.104,4850,4.56,0.77
candidate,2459226.784,0.5682596,0.755,42540,12.3123,365.008,3294,4.438,0.5
candidate,2459225.607,3.7810832,3.069,8030,13.3224,1113.96,6364,4.14,1.59
candidate,2460237.324,4.0086493,2.468972,9213.750642,12.8219,285.885,4779,4.33,0.77199
candidate,2459219.501,10.8910909,3.992,4350,12.9256,942.214,6619,4.17,1.61
candidate,2459226.361,3.6590997,2.955,8630,13.0796,982.931,6624,4.18,1.58
candidate,2459221.312,3.572359,2.731,1300,11.2567,225.229,5730,4.52,0.92
candidate,2459546.995,2.0763072,1.223,16220,12.2651,367.045,5805,4.5,0.95
candidate,2459223.153,4.2971136,2.775,26010,12.1022,250.87,5203,4.53,0.85
candidate,2459214.055,7.151653,1.193,11740,12.7858,467.492,5635,4.32,1.14
candidate,2459223.951,6.0879495,1.639,26720,13.2415,196.016,3971,4.6,0.66
candidate,2459220.207,6.9279673,1.868,6830,12.5934,464.949,5950,4.44,1.04
candidate,2459229.489,1.5732848,2.4285285,16875.79098,12.0506,369.926,5400,4.38782,1.09539
candidate,2459545.314,4.0681112,3.284,2150,11.5548,572.079,7070,4.13,1.78
candidate,2459548.376,1.4553693,1.236,9810,11.801,365.008,6344.5,4.33,1.25
candidate,2459225.157,1.8911553,1.085,14530,13.1802,570.837,5711,4.44,1.01
candidate,2459544.585,5.3054422,3.785,18200,13.0454,796.776,6473,4.35,1.27
candidate,2459541.875,6.2356356,5.544,2470,11.9039,563.068,5854,3.97,1.76
candidate,2459221.11,3.541053,2.031,21620,12.922,365.008,5800.55,4.33,1.23434
candidate,2459222.792,2.8564778,4.678,5320,13.4148,914.606,5777,4.02,1.65
candidate,2459222.402,9.3202467,4.963,2200,11.992,580.199,5916,4.02,1.67
non-candidate,2459549.305,4.6498719,4.995,8110,12.1359,1102.97,9056,4.3,1.78
candidate,2459223.201,8.1703609,3.365,9410,10.5293,626.217,8190,4.438,2.1
candidate,2459226.055,2.5167257,2.5896099,16406.54574,12.7632,416.459,5403,4.50146,0.982638
candidate,2459226.154,5.7728793,3.883,6900,11.572,633.036,5800.55,4.33,1.23434
candidate,2459223.678,2.4849639,2.977,6830,12.6648,772.403,6252,4.11,1.6
candidate,2459226.761,4.1034672,2.918,6920,12.9065,803.756,6753,4.39,1.27
candidate,2459217.21,6.2185453,3.122,7840,13.0802,1882.37,7968,4.06,2.14
candidate,2459220.296,4.8013522,4.644,4690,12.7323,999.297,6399.9,3.9,2.11
candidate,2459220.373,4.413935,2.604,10370,13.1524,898.386,5972,4.33,1.28
candidate,2459213.185,7.5395871,2.44,2920,11.9046,218.705,5223,4.6,0.78
candidate,2459222.487,5.2192426,2.45,1500,11.8128,304.615,5688,4.45,0.99
candidate,2459544.135,4.1018859,3.576,10690,13.3212,883.931,6327.7,4.3,1.31
candidate,2459226.694,1.3832999,2.774,9020,13.4835,692.636,5786,4.33,1.16
candidate,2458442.487,8.2617663,2.5663307,1418.330899,10.8835,58.7502,4105,4.60015,0.6194
candidate,2459222.778,3.2141617,1.618,3370,11.6252,670.702,7137,4.17,1.72
candidate,2459227.342,3.6014534,3.747,10790,12.097,773.945,5800.55,4.33,1.23434
candidate,2459218.935,5.0467874,4.516,7190,13.3596,746.986,6252,4.45,1.08
candidate,2459541.713,5.3970484,6.194,2800,12.4037,835.645,5996,3.78,2.24
candidate,2459226.015,3.6307276,3.198,10550,13.0345,746.24,6350,4.35,1.25
candidate,2459216.543,22.7273078,2.485,6510,12.022,757.269,6243,3.93,1.98
candidate,2459216.307,8.0823172,1.414,4360,12.687,553.387,5351.5,4.33,0.98
candidate,2459227.26,2.0804611,3.608,5260,13.4965,1273.46,6434,4.14,1.6
candidate,2459222.18,5.7627112,3.501,9670,12.7743,817.426,6589,4.24,1.48
candidate,2459226.012,9.6578504,5.943,2300,12.2627,766.516,5557,3.79,2.09
candidate,2460687.473,3.0629783,3.0551871,4201.181143,8.8742,244.897,7691,4.11671,2.05
candidate,2459226.58,7.7223185,3.344,11390,13.4145,2406.51,8539.7,4.33,1.23434
candidate,2459575.896,3.7863767,5.123,2190,12.1499,1053.95,6892.9,3.95,2.16
candidate,2459220.412,4.3591525,3.559,1030,11.2806,304.955,5866,4.3,1.2
candidate,2459223.4,5.8679992,5.605,4550,11.9337,849.357,7054,3.96,2.16
candidate,2459224.634,1.6025971,2.212,13050,13.488,514.58,5164,4.43,0.95
candidate,2459206.23,16.3734954,5.022,7810,13.0513,600.635,5809.3,4.33,1.23434
candidate,2459963.946,1.9326573,1.6191056,14051.98279,12.6574,300.512,4909,4.47,0.861743
candidate,2459252.112,2.7319222,3.913,3880,13.1935,969.091,5473,3.79,2.08
candidate,2459979.777,7.2644599,3.233,7988,10.4397,345.959,6617,4.15,1.64
candidate,2459249.746,2.8636452,3.402,8590,12.512,1662.71,8675.5,4.33,1.23434
candidate,2458470.661,2.9444273,2.4478494,20291.38387,11.7583,207.49,5150,4.55754,0.88727
candidate,2459963.443,1.9491813,3.119,11670,12.9825,799.474,6472,4.29,1.36
candidate,2459249.633,6.0049484,3.366,8932,11.9135,498.418,6373.5,4.26,1.26
candidate,2459248.942,2.8894603,2.561,17030,13.3319,591.645,5604,4.46,0.97
candidate,2459963.256,1.7454828,1.923273,6919.130331,11.4048,492.888,6674,4.24,1.4871401
candidate,2459243.037,8.6000244,3.974,1620,12.5447,469.594,5700.8,4.33,1.14
candidate,2459248.829,2.4732088,2.244,2740,11.5293,635.261,6643,4.04,1.87
candidate,2459245.971,10.4137997,3.774,6720,11.6309,385.641,6079,4.33,1.2
candidate,2459250.951,2.9588764,2.682,12900,13.3209,767.763,6041,4.38,1.13
candidate,2459966.545,3.8074213,4.4775157,8643.788897,12.9318,685.855,5296,4.01,1.56375
candidate,2459249.338,10.7490194,2.256,9240,13.4765,664.114,5424,4.3,1.14
non-candidate,2458470.046,2.921685,3.17791,17562.44572,11.0913,344.517,6332,4.26074,1.37266
candidate,2459247.49,4.6942884,3.224,5310,12.4648,1004.09,6400,3.93,2.03
candidate,2459250.822,1.9055614,1.726,5841,11.14,365.008,6071,4.33,1.23434
candidate,2459247.429,3.7244324,2.913,6600,12.2563,814.057,7759,4.33,1.23434
candidate,2459252.171,6.7519508,1.603,11050,12.6847,1349.57,8297,4.29,1.69
candidate,2459246.339,3.3583921,2.644,9170,13.2701,446.767,5177,4.46,0.91
candidate,2459242.498,6.4311106,2.385,5930,12.7651,911.737,6741,4.27,1.45
candidate,2459245.419,5.6984189,4.475,4031,11.9623,885.636,7528,4.2,1.74
candidate,2459251.312,3.5037708,2.716,6140,12.5494,695.55,6107,4.19,1.42
candidate,2459244.55,4.3930669,2.33,11110,12.4832,620.549,6328,4.3,1.32
candidate,2459251.274,7.5002702,2.487,8750,13.1637,626.811,5644,4.32,1.14
candidate,2459221.889,2.7817379,2.1508237,12808.39408,10.8164,194.553,5600,4.4291,1.02095
candidate,2459964.406,1.6102435,2.3258711,5442.478593,13.1561,954.883,6080.2,4.15,1.48651
candidate,2459246.158,4.2809767,3.145,7520,10.8961,328.802,5964,4.13,1.49
candidate,2459235.815,8.4481666,1.255,7405,11.0783,243.539,5826.1,4.42,1.05
candidate,2459248.822,3.4658629,3.301,9580,13.2584,1174.05,6688,4.24,1.49
candidate,2459249.836,3.5658043,3.914,10030,12.0465,543.008,6214,4.23,1.4
candidate,2459250.177,2.7431176,3.134,8230,12.9188,1429.87,7143,4.33,1.23434
candidate,2459250.342,3.5775958,2.779,8730,13.1502,1090.77,6355,4.12,1.61
candidate,2459248.081,2.9922495,1.594,10895,13.3736,1055.16,5932,4.09,1.55
candidate,2459248.758,5.5261155,1.873,7330,12.7577,293.788,4824,4.48,0.84
candidate,2459250.008,4.0234634,3.204,7560,13.0983,1008.83,6678,4.26,1.45
candidate,2458469.562,6.8659582,3.455761,334.0145589,6.7799,54.5306,6212.63,4.438,1.5000401
candidate,2459244.041,4.3229915,0.875,1980,10.9833,344.296,6121,4.25,1.37
candidate,2459964.587,3.251269,2.569,7880,12.9613,365.008,4883.7,4.33,1.23434
candidate,2459249.154,1.7131374,2.608,3850,13.1675,610.318,5843,4.39,1.08
candidate,2459540.496,8.4516737,3.896,2930,12.0548,531.218,5782.9,4.11,1.48
candidate,2459982.488,5.0648401,3.009,915,10.2278,495.004,6675,3.75,2.62
candidate,2459239.289,8.9981735,4.547,6480,13.2933,695.316,5444,4.24,1.22
candidate,2459248.293,8.4476983,3.79,2000,11.7503,349.88,5902,4.36,1.13
